"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","data$patent_title","data$year","data$country"
"1",0.00342178635285959,0.00381153338589192,0.0392027530067701,0.00310049318126722,0.714430351520314,0.000858763925436859,0.00504378137168511,0.00486682675581524,0.00444305681906626,0.00847249791639997,0.00180051819096053,0.0054352499266137,0.0889397067571948,0.00267953775387076,0.0090375278622942,0.00320368553361491,0.0585490127646154,0.0234369417535566,0.0156481733280284,0.00361780189374469,"Active cooling of structures immersed in plasma",2018,"US"
"2",0.0534970592773632,0.121312423664335,0.172108296780665,0.00872199967256369,0.132558713287832,0.00309570977203872,0.00468188763238021,0.0604285402377789,0.0127392570306485,0.0270380958983927,0.013497541124295,0.0690286211395986,0.0169077864829422,0.00586811144283618,0.174003923405773,0.0906078584359394,0.0146176743736661,0.00564933355234656,0.00513973178204661,0.008497435006558,"Alf{acute over (v)}en-wave gyrating non-linear inertial-confinement reactor",2020,"US"
"3",0.0664114745742163,0.0181155423987779,0.334765315615301,0.00637414556735031,0.168255076235567,0.0032033911814502,0.00454338634428744,0.00882320678321159,0.024218072955952,0.0488820657322767,0.00516188168432989,0.0135892134362712,0.0171667832124993,0.00389500724063454,0.152481991523426,0.0610952946852948,0.0116253492769293,0.00387226364817293,0.00507615154723064,0.0424443863568215,"Apparatus and method for controlling a plasma fusion reactor",2019,"CA"
"4",0.00434511331547034,0.00484877862559553,0.0114041348681653,0.00208345737387845,0.00166944991730602,0.000686820899170009,0.144622848205587,0.00318518303989434,0.00628323983790334,0.0017652932387319,0.00178554992934789,0.00163472609738184,0.382209769635086,0.00166394593350602,0.00269617674606993,0.00295170765749446,0.0164291673416006,0.19982664348209,0.207382693399492,0.00252530045622883,"Apparatus and method for generating a vortex cavity in a rotating fluid",2020,"CA"
"5",0.0635651355399695,0.0752858847752812,0.0179545264198297,0.0104774675188539,0.582002873054142,0.00252479765596479,0.0750861527670145,0.0173762917398529,0.0121828943209705,0.0101687452092359,0.0107686928761843,0.0129854538905074,0.0182821811036384,0.00546214725443438,0.0214138796835658,0.0162159933880739,0.0120248369377218,0.0169805727920318,0.00898780657465854,0.0102536664980685,"Apparatus and methods for fusion based power generation and engine thrust generation",2016,"US"
"6",0.00563854924326518,0.00390052301702832,0.00993441922864232,0.00463081938565479,0.378868475820886,0.00257356808109022,0.015296235601352,0.011467705358774,0.00365876869149289,0.00795562941665436,0.00462291228212861,0.0736805871567712,0.0428601181158789,0.0124636642739643,0.0687467363887205,0.00317931026123309,0.0454923731576338,0.0304644807497142,0.269508721715117,0.00505640205399778,"Apparatus for accelerating and compressing plasma",2017,"CA"
"7",0.00777449316955364,0.00727734968759013,0.0173874031589544,0.00350670000416552,0.703246899906303,0.000978624731416422,0.0741771548635451,0.0200011512902146,0.0627090068604894,0.00633989799093207,0.00259195944491103,0.00711781509425757,0.00946708703180736,0.00274212397531156,0.0434352868570955,0.00336580393811713,0.00727689253835678,0.00964377892744689,0.0061516029804671,0.0048089675490646,"Apparatus for magnetic and electrostatic confinement of plasma",2019,"US"
"8",0.0078597894079535,0.00707346368516538,0.0174372291741976,0.00362927680199327,0.699107363602031,0.00109108866829742,0.0768496044641279,0.0189729883469702,0.0610265754309634,0.00651077046605554,0.00276749554666507,0.00743075239203115,0.00971263254332784,0.00307171042576148,0.045204386568358,0.00384031846596278,0.00782300353139011,0.0098653453105901,0.00573783166391816,0.00498837350423998,"Apparatus for magnetic and electrostatic confinement of plasma",2016,"US"
"9",0.00783215851436308,0.00720827807371258,0.0176767541508291,0.00356745345521273,0.703182116561217,0.00102143495713777,0.0741252174517145,0.0192966415402521,0.0624963781997595,0.00634016259355905,0.00266531748046322,0.00710989647259861,0.00968355284323135,0.0028456958653021,0.0435459078671054,0.00365169977075738,0.0073030180632048,0.00969070964428308,0.00590232355518517,0.00485528294011136,"Apparatus for magnetic and electrostatic confinement of plasma",2017,"US"
"10",0.0133459919419037,0.0286869400520565,0.0255298789964167,0.0299460508753966,0.243422524706181,0.00669957605633831,0.0193180127599056,0.0104715968612307,0.00599435687956797,0.115864183969768,0.0248339471908504,0.153059688781831,0.0357488325040725,0.0127117114938739,0.146355236670153,0.0202385733972795,0.0815839714835032,0.0108139753586715,0.00537474859801116,0.0100002014229888,"Application of compressed magnetic fields to the ignition and thermonuclear burn of inertial confinement fusion targets",2018,"US"
